Manufacturer	Model Number	Rough Shape	Exact Lamp Shape 	Wattage	Color Temperature	Length (in inches)	Width (in inches)	Light Quality CRI	Base Type	Lumens
Centrifuge	FLE23HT3/2/10E/SW	bulbous							E26	
Publix	FLE23HT3/2/10E/SW	bulbous							E26	
Everyday Living	FLE11/2/G25XL/SW	bulbous							E26	
GE	FLE11/2/G25XL/SW	bulbous							E26	
GE	FLE11/2/G25XL/D	bulbous							E26	
GE	FLE11/2/A19XL/SW	bulbous							E26	
GE	FLE11/2/A17XL1/SW	bulbous							E26	
Rite Aid	FLE23HT3/2/10E/SW	bulbous							E26	
GE	FLE11/2/A17XL1/D	bulbous							E26	
GE	FLE10HT3/2/XL/SW	bulbous							E26	
GE	FLE10HT3/2/SXE/SW	bulbous							E26	
GE	FLE10HT3/2/RVL	bulbous							E26	
Smart living	FLE23HT3/2/10E/SW	bulbous							E26	
GE	FLE10HT2/2/6H/D	bulbous							E26	
GE	FLE10HT2/2/6H/CW	bulbous							E26	
GE	FLE10HT2/2/6H/CW	bulbous							E26	
GE	FLE10HT2/2/12E/SW	bulbous							E26	
GE	FLE10HT2/2/12H1/SW	bulbous							E26	
GE	FLE23HT3/2/SW	bulbous							E26	
GE	FLE10HT2/2/12E/SS	bulbous							E26	
Centrifuge	FLE23HT3/2/SW	bulbous							E26	
GE	FLE20HT3/2/6H/RVL	bulbous							E26	
GE	FLE20HT3/2/6H/850	bulbous							E26	
Smart living	FLE23HT3/2/SW	bulbous							E26	
GE	FLE32HT3/2/D3/D	bulbous							E26	
GE	FLE32HT3/2/D3/841	bulbous							E26	
ACE	FLE9HT3/2/10R/SW	bulbous							E26	
GE	FLE9HT3/2/10R/SW	bulbous							E26	
Everyday Living	FLE9HT3/2/10R/SW	bulbous							E26	
GE	FLE9HT3/2/10R/D	bulbous							E26	
Publix	FLE9HT3/2/10E/SW	bulbous							E26	
GE	FLE23HT3XXLL	bulbous							E26	
Centrifuge	FLE9HT3/2/10E/SW	bulbous							E26	
GE	FLE9HT3/2/10E/SW	bulbous							E26	
GE	FLE23HT3/2/SX/SW	bulbous							E26	
GE	FLE9HT3/2/10E/SS	bulbous							E26	
Everyday Living	FLE9HT3/2/10E/SS	bulbous							E26	
GE	FLE23HT3/2/XL/SW	bulbous							E26	
GE	FLE9HT3/2/10E/CW	bulbous							E26	
GE	FLE25AG23/2/HB/RVL	bulbous							E26	
GE	FLE9/2/CAM/XL/SW	bulbous							E26	
GE	FLE9/2/CAM/827	bulbous							E26	
GE	FLE26/2/T21XL/SW	bulbous							E26	
GE	FLE55HT5/2/SW	bulbous							E26	
GE	FLE26HT3/2/D	bulbous							E26	
GE	FLE26HT3/2/D3/SW	bulbous							E26	
GE	FLE26HT3/2/DME/SW	bulbous							E26	
GE	FLE26HT3/2/DV/SW	bulbous							E26	
GE	FLE26HT3/2/RVL	bulbous							E26	
GE	FLE42HLX/2/XLE/SW	bulbous							E26	
GE	FLE26HT3/2/SW	bulbous							E26	
GE	FLE42HLX/2/XL1/SW	bulbous							E26	
GE	FLE26HT3/2/SXE/SW	bulbous							E26	
GE	FLE26HT3/2/XL/SW	bulbous							E26	
Ace	FLE29HLX/2/D3/SW	bulbous							E26	
GE	FLE32HLX/2/SW	bulbous							E26	
GE	FLE32HT3/2/D3/SW	bulbous							E26	
GE	FLE32HT3/2/D3E/SW	bulbous							E26	
Ecosmart	772-869	bulbous							E26	
Ecosmart	772-879	bulbous							E26	
ECOSMART	252763	bulbous							E26	
ECOSMART	423599	bulbous							E26	
ECOSMART	161167	bulbous							E26	
ECOSMART	191055	bulbous							E26	
Ecosmart	EDXO-14, 772-869-ES5M814	bulbous							E26	
Ecosmart	772-879-ES5M809 EDO-09	bulbous							E26	
TCP	41314A	bulbous							E26	
TCP	2G2514	bulbous							E26	
TCP	806009352	bulbous							E26	
TCP	1902741K	bulbous							E26	
TCP	1ES13	bulbous							E26	
TCP	1ES23	bulbous							E26	
TCP	48909	bulbous							E26	
TCP	4891841K	bulbous							E26	
TCP	4892350K	bulbous							E26	
TCP	4892750K	bulbous							E26	
TCP	4893235K	bulbous							E26	
TCP	4894230K	bulbous							E26	
TCP	4T21341K	bulbous							E26	
TCP	4T22341K	bulbous							E26	
TCP	80100950	bulbous							E26	
TCP	80101450	bulbous							E26	
TCP	80101950	bulbous							E26	
TCP	80102350	bulbous							E26	
TCP	80102750	bulbous							E26	
TCP	801042	bulbous							E26	
BROADA	0	bulbous							E26	
FEIT	ESL13T/ECO	bulbous							E26	
Homelite	HLT3S13W/2700	bulbous							E26	
JOINAN	SPS23W	bulbous							E26	
JOINAN	SPS13W	bulbous							E26	
Topstar	BLQA26-T3	bulbous							E26	
Maxlite	MLS13T2WW	bulbous							E26	
TOPSTAR	BLQA09-T3	bulbous							E26	
PLUS	0	bulbous							E26	
PLUS	0	bulbous							E26	
Energy Wiser	CF14A19/WW	bulbous							E26	
Energy Wiser	CF32T4/WW	bulbous							E26	
Energy Wiser	CF18SD/LM	bulbous							E26	
Energy Wiser	CF18WW/LM	bulbous							E26	
Energy Wiser	CF13SD/LM	bulbous							E26	
Energy Wiser	CF13WW/LM	bulbous							E26	
Energy Wiser	CF25C/3WAY	bulbous							E26	
Energy Wiser	CF19G30WW/E	bulbous							E26	
Energy Wiser	CF14G25CW/E	bulbous							E26	
Energy Wiser	CF14G25WW/E	bulbous							E26	
Energy Wiser	CF7/ETF	bulbous							E26	
Energy Wiser	CF55C/SD	bulbous							E26	
Energy Wiser	CF55C/WW	bulbous							E26	
Energy Wiser	CF40C/SD	bulbous							E26	
Energy Wiser	CF40C/WW	bulbous							E26	
Energy Wiser	CF32C/SD	bulbous							E26	
Energy Wiser	CF23C/WW/DM	bulbous							E26	
Energy Wiser	CF18C/WW/DM	bulbous							E26	
Energy Wiser	CF15C/WW/DM	bulbous							E26	
Energy Wiser	CF26WW/3WAY	bulbous							E26	
Energy Wiser	CF13CW/LM/4PK	bulbous							E26	
Energy Wiser	CF13WW/T3/4PK	bulbous							E26	
Energy Wiser	CF23SD/LM	bulbous							E26	
Energy Wiser	CF23WW/LM	bulbous							E26	
Energy Wiser	CF9WW/LM	bulbous							E26	
Energy Wiser	CF5WW/LM	bulbous							E26	
Ecosmart	772-869	bulbous							E26	
JOYYEN	C75W	bulbous		5					E12	
JOYYEN	120V5W	bulbous		5					E12	
JOYYEN	A15 E12S 120V/15W	bulbous		15					E12	
JOYYEN	A15 E12S 120V/40W	bulbous		40					E12	
JOYYEN	A15 E12S 120V/60W	bulbous		60					E12	
JOYYEN	A15 E12 120V/60W	bulbous		60					E12	
JOYYEN	B10 E12 120V/60W	bulbous		60					E12	
RY	C32-60	bulbous		60					E12	
RY	A15-40	bulbous		40					E12	
EVERY DAY LIVING	60CAC/EDL	bulbous		59.2					E12	
GE	60CAC/F	bulbous		59.2					E12	
GE	60CAC2L/CL	bulbous		59.4					E12	
GE	60CACF/2X	bulbous		59.4					E12	
GE	60GC/CL	bulbous		58.7					E12	
GE	60GC/2X/CL	bulbous		57.74					E12	
GE	6T4 1/2/1	bulbous		6.5					E12	
GE	25BC	bulbous		24.9					E12	
GE	25BC10/CF/33/C	bulbous		25.2					E12	
GE	15S11/CL	bulbous		15.5					E12	
GE	15F10/AU/E12	bulbous		15					E12	
GE	15CAC2L	bulbous		15.2					E12	
GE	15CAC	bulbous		15.2					E12	
GE	15BC10/CF	bulbous		14.5					E12	
GE	15BC/RVL/CF	bulbous		14.5					E12	
GE	15BC/CF	bulbous		15.2					E12	
GE	25BC/RVL	bulbous		24.9					E12	
GE	25BC/2L/CL	bulbous		25.3					E12	
GE	25BC/H	bulbous		25.4					E12	
GE	25BC8/CF	bulbous		25.3					E12	
EVERY DAY LIVING	25CAC/EDL	bulbous		25.1					E12	
GE	25CAC/F	bulbous		25.1					E12	
GE	25CAC/C/CF	bulbous		25.3					E12	
GE	25CAC/2X	bulbous		25.1					E12	
GE	25CAC/L	bulbous		25.1					E12	
GE	25CAC2XCF	bulbous		24.5					E12	
GE	25GC/AU	bulbous		24.6					E12	
GE	25GC/CL	bulbous		24.6					E12	
GE	25GC/RVL	bulbous		24.6					E12	
GE	29BC/H/CL	bulbous		29.1					E12	
GE	3S6 130V	bulbous		3.1					E12	
GE	40A15CA/CRV/CF	bulbous		40.1					E12	
GE	40A15CA/W/CF	bulbous		40.1					E12	
GE	40BC/CF/33/C	bulbous		40.4					E12	
GE	40BC	bulbous		40.1					E12	
GE	40BC/RVL	bulbous		40.1					E12	
GE	40BC/CF	bulbous		39.7					E12	
GE	40BC10RVL/CF	bulbous		39.7					E12	
GE	40CAC/CL/CF	bulbous		39.9					E12	
GE	40CAC/FR/CF	bulbous		39.9					E12	
GE	40CAC/H	bulbous		41.4					E12	
GE	40CAC/2X/BB	bulbous		40					E12	
GE	40CAC/LL/BB	bulbous		40					E12	
GE	40CAC/LL/F	bulbous		40					E12	
GE	40CAC2XCF	bulbous		39.4					E12	
GE	40GC/AU	bulbous		39.5					E12	
GE	40GC/RVL	bulbous		39.5					E12	
GE	43CAC/H/CL	bulbous		43.5					E12	
GE	43GC/H/SW	bulbous		44.7					E12	
GE	4C7/CL	bulbous		4.1					E12	
Smart Living	4C7/CL/SL	bulbous		4.1					E12	
GE	4C7/S	bulbous		4.1					E12	
Total Home	4C7/S/Home	bulbous		4.1					E12	
GE	5C7/W	bulbous		5					E12	
GE	60A15CA/CRV	bulbous		59					E12	
GE	60A15CA/RVL/W	bulbous		59					E12	
GE	60A15/CA/CL/H	bulbous		57					E12	
GE	60BC	bulbous		59.3					E12	
GE	60BC/RVL	bulbous		59.3					E12	
GE	60BC/PR0 130V	bulbous		59.5					E12	
GE	60BC/2L/CL	bulbous		59.7					E12	
GE	60BC10/CF	bulbous		59.4					E12	
GE	60BC10/CF/33/C	bulbous		58.3					E12	
GE	60BC10/CF/33/F	bulbous		58.3					E12	
GE	60CAC/CL	bulbous		59.2					E12	
GE	60CAC/DG	bulbous		59.2					E12	
TM	1	bulbous		25					E12	
YM	1	bulbous		15					E12	
YM	1	bulbous		60					E12	
YM	1	bulbous		40					E12	
SMART LIVING	13241; 13196	bulbous		4					E12	
SYLVANIA	13542	bulbous		4					E12	
SYLVANIA	13549	bulbous		4					E12	
Essentials Everyday	13250; 13253	bulbous		4					E12	
Smart Living	13241	bulbous		4					E12	
SYLVANIA	13523	bulbous		4					E12	
SYLVANIA	13553	bulbous		4					E12	
SYLVANIA	13540	bulbous		7					E12	
SYLVANIA	13657	bulbous		15					E12	
SYLVANIA	13315	bulbous		15					E12	
SYLVANIA	13201	bulbous		15					E12	
SYLVANIA	13448	bulbous		15					E12	
SYLVANIA	13616	bulbous		15					E12	
Essentials Everyday	13510	bulbous		25					E12	
SYLVANIA	13317	bulbous		25					E12	
SYLVANIA	13306	bulbous		25					E12	
SYLVANIA	13452	bulbous		25					E12	
SYLVANIA	13748	bulbous		25					E12	
SYLVANIA	13194	bulbous		25					E12	
SYLVANIA	13309	bulbous		40					E12	
SYLVANIA	13319	bulbous		40					E12	
SYLVANIA	13320	bulbous		40					E12	
SYLVANIA	13396	bulbous		40					E12	
SYLVANIA	13456	bulbous		40					E12	
SYLVANIA	13457	bulbous		40					E12	
SYLVANIA	13648	bulbous		40					E12	
SYLVANIA	11534	bulbous		60					E12	
SYLVANIA	13665	bulbous		60					E12	
SYLVANIA	13647	bulbous		25					E12	
YM	1	bulbous		60					E12	
YM	1	bulbous		25					E12	
TM	1	bulbous		25					E12	
Feit Electric Company	15CFF-130	bulbous		14.1					E12	
Feit Electric	BP15T6-130	bulbous		15.01					E12	
Feit Electric	BP15T6-145	bulbous		14.64					E12	
Feit Electric	BP15T7	bulbous		15.19					E12	
Feit Electric	BP25CTC	bulbous		25.19					E12	
Feit Electric	BP25CFC	bulbous		25.19					E12	
Feit Electric	25CTC-130	bulbous		25.19					E12	
Feit Electric	25CFC/10K	bulbous		24.95					E12	
Feit Electric	25CTFP-130	bulbous		25.55					E12	
Feit Electric	BP25G161/2/W	bulbous		24.4					E12	
Feit Electric	BP25T6	bulbous		25.62					E12	
Feit Electric	BP3CFC/FL	bulbous		0.82					E12	
Feit Electric	BP40CTC	bulbous		40.91					E12	
Feit Electric	40CTF-130	bulbous		40.91					E12	
Feit Electric	40CFF-130	bulbous		40.91					E12	
Feit Electric	40CFC/TL	bulbous		40.91					E12	
Feit Electric	40CFC/15-130	bulbous		40.91					E12	
Feit Electric	40CFC	bulbous		40.91					E12	
Western Family	BP40CFC/WF	bulbous		40.91					E12	
Feit Electric	40CFC/10K	bulbous		40.69					E12	
Feit Electric	40CFFP-130	bulbous		40.21					E12	
Feit Electric	BP40G161/2/W	bulbous		41.17					E12	
Feit Electric	BP4C7/W/4	bulbous		3.95					E12	
Feit Electric	4C7	bulbous		3.95					E12	
Western Family	BP60CFC/WF	bulbous		59.98					E12	
Feit Electric	60CFC/10K	bulbous		59.48					E12	
Feit Electric	BP60G161/2/W	bulbous		59.46					E12	
Feit Electric	60G161/2/W-130	bulbous		59.46					E12	
Feit Electric	BP6S6/R	bulbous		5.91					E12	
Feit Electric	BP6S6	bulbous		5.91					E12	
Feit Electric	6S6-145	bulbous		6.73					E12	
Feit Electric	BP7C7/W	bulbous		7.07					E12	
Feit Electric	BP7C7/4	bulbous		7.07					E12	
Western Family	BP7C7/4/WF	bulbous		7.07					E12	
Feit Electric	7G161/2/CL/2	bulbous		6.9					E12	
Feit Electric	BP10CFCP	bulbous		9.92					E12	
Feit Electric	BP10C71/2/RP	bulbous		9.92					E12	
Great Value	BP15C71/2/GV	bulbous		13.9					E12	
Feit Electric	BP15T4C/2/RP	bulbous		14.65					E12	
Great Value	BP20G121/2/GV	bulbous		19.6					E12	
Feit Electric	BP25A15C/W/CF	bulbous		25.32					E12	
Feit Electric	BP25A15C/CL/CF	bulbous		25.32					E12	
Feit Electric	BP40A15N/CL/CF	bulbous		39.62					E12	
Feit Electric	40A15N/CL-130	bulbous		39.62					E12	
Feit Electric	BP40CFT/RP	bulbous		38.8					E12	
Feit Electric	BP60A15C/W/CF	bulbous		58.55					E12	
Feit Electric	BP60A15C/CL/CF	bulbous		58.55					E12	
Feit Electric	BP7CFC	bulbous		7.43					E12	
Feit Electric	7CFC	bulbous		7.43					E12	
Feit Electric	BP7ST12	bulbous		6.47					E12	
Feit Electric	BPQ25CFC/2	bulbous		26.54					E12	
Utilitech	LBPQ40A15C/CL/2	bulbous		39.01					E12	
Utilitech	LBPQ40CFC/2	bulbous		39.07					E12	
Western Family	BPQ40CFC/2/WF	bulbous		39.07					E12	
BHG	C7-12007-E12	bulbous		7					E12	
Westinghouse	368300	bulbous		40					E12	
Westinghouse	367500	bulbous		40					E12	
Westinghouse	368700	bulbous		60					E12	
Westinghouse	366200	bulbous		60					E12	
Westinghouse	360900	bulbous		60					E12	
Westinghouse	394700	bulbous		60					E12	
Westinghouse	342400	bulbous		25					E12	
Westinghouse	624400	bulbous		40					E12	
Westinghouse	624500	bulbous		60					E12	
Westinghouse	356900	bulbous		20					E12	
Westinghouse	394200	bulbous		40					E12	
Westinghouse	401400	bulbous		40					E12	
Westinghouse	5107	bulbous		40					E12	
Ace Hardware	3020112	bulbous		40					E12	
Ace Hardware	3020146	bulbous		40					E12	
Ace Hardware	3019999	bulbous		40					E12	
Ace Hardware	3020013	bulbous		40					E12	
Westinghouse	411713	bulbous		60					E12	
Westinghouse	302300	bulbous		25					E12	
Westinghouse	302600	bulbous		60					E12	
Westinghouse	413300	bulbous		40					E12	
Westinghouse	3720700	bulbous		10					E12	
Westinghouse	6042700	bulbous		40					E12	
Westinghouse	6065500	bulbous		60					E12	
Westinghouse	368600	bulbous		40					E12	
Westinghouse	361100	bulbous		25					E12	
Westinghouse	363600	bulbous		25					E12	
Westinghouse	367400	bulbous		25					E12	
Westinghouse	367800	bulbous		25					E12	
Westinghouse	368200	bulbous		25					E12	
Westinghouse	358200	bulbous		15					E12	
Westinghouse	367300	bulbous		15					E12	
Westinghouse	367100	bulbous		10					E12	
Westinghouse	625400	bulbous		40					E12	
Westinghouse	374200	bulbous		40					E12	
Westinghouse	381600	bulbous		40					E12	
Westinghouse	327500	bulbous		40					E12	
Westinghouse	377900	bulbous		40					E12	
Westinghouse	402300	bulbous		40					E12	
Westinghouse	625200	bulbous		60					E12	
Westinghouse	625500	bulbous		60					E12	
Westinghouse	402400	bulbous		40					E12	
Westinghouse	378600	bulbous		40					E12	
Westinghouse	383900	bulbous		60					E12	
Westinghouse	328900	bulbous		40					E12	
Westinghouse	328100	bulbous		40					E12	
Westinghouse	370100	bulbous		60					E12	
Westinghouse	352000	bulbous		25					E12	
Westinghouse	322000	bulbous		25					E12	
Westinghouse	382200	bulbous		25					E12	
Westinghouse	326300	bulbous		60					E12	
Westinghouse	402700	bulbous		60					E12	
Westinghouse	375300	bulbous		25					E12	
Westinghouse	327400	bulbous		25					E12	
Westinghouse	328400	bulbous		60					E12	
Westinghouse	377400	bulbous		25					E12	
Westinghouse	377800	bulbous		25					E12	
Westinghouse	378200	bulbous		25					E12	
Westinghouse	625300	bulbous		20					E12	
Westinghouse	372000	bulbous		15					E12	
Westinghouse	381400	bulbous		15					E12	
Westinghouse	325000	bulbous		15					E12	
Westinghouse	327300	bulbous		15					E12	
Westinghouse	327700	bulbous		15					E12	
Westinghouse	383100	bulbous		10					E12	
Westinghouse	375500	bulbous		7.5					E12	
Westinghouse	354200	bulbous		7.5					E12	
Westinghouse	324200	bulbous		7.5					E12	
Westinghouse	322800	bulbous		7.5					E12	
Westinghouse	379100	bulbous		7					E12	
Westinghouse	379200	bulbous		7					E12	
Westinghouse	3720600	bulbous		7					E12	
Westinghouse	479400	bulbous		4					E12	
Westinghouse	379400	bulbous		4					E12	
Westinghouse	479500	bulbous		4					E12	
SHARPER IMAGE	N	bulbous		12					E12	
JOYYEN	C7 E12 120V/5W	bulbous		5					E12	
JOYYEN	B10 E12 120V/15W	bulbous		15					E12	
JOYYEN	B10 E12 120V/25W	bulbous		25					E12	
JOYYEN	A15 E12 120V/15W	bulbous		15					E12	
JOYYEN	A15 E12 120V/25W	bulbous		25					E12	
JOYYEN	A15 E12S 120V/25W	bulbous		25					E12	
JOYYEN	A15 E12 120V/40W	bulbous		40					E12	
JOYYEN	B10 E12 120V/40W	bulbous		40					E12	
RY	C32-40	bulbous		40					E12	
RY	A15-60	bulbous		60					E12	
Philips	15T6/CL 120V	bulbous		15.25					E12	
Philips	25B10 1/2 E12/EV/CL 120 BD	bulbous		25.6					E12	
GE	60CAC/CL/CF	bulbous		59.5					E12	
GE	60CAC2X/CL	bulbous		59.4					E12	
GE	60CACF/2L	bulbous		59.4					E12	
GE	60CAC2XCF	bulbous		58.6					E12	
GE	60GC/W	bulbous		58.7					E12	
GE	60GC/CL/H	bulbous		59.3					E12	
GE	6S6/120V	bulbous		6.4					E12	
GE	6S6/130V	bulbous		25.1					E12	
GE	7C7 120V	bulbous		7.4					E12	
GE	7C7/CL 130V	bulbous		7.2					E12	
GE	25BC10/CF/33/F	bulbous		25.2					E12	
GE	15T7C	bulbous		15.1					E12	
GE	15T6 120V	bulbous		15					E12	
GE	15F10/CL/E12	bulbous		15					E12	
GE	15BC/AU/CF	bulbous		15.2					E12	
GE	10S11	bulbous		9.9					E12	
GE	25BC/RVL/CF	bulbous		25					E12	
GE	25BC10CF	bulbous		25					E12	
GE	25CAC/C	bulbous		25.1					E12	
GE	25CAC/F/CF	bulbous		25.3					E12	
GE	25CAC/F/2L	bulbous		25.1					E12	
GE	25GC/W	bulbous		24.6					E12	
GE	29BC/H/SW	bulbous		29.7					E12	
GE	29BC/H/RVL/CL	bulbous		29.1					E12	
GE	29GC/H/CL	bulbous		29.1					E12	
GE	29GC/H/SW	bulbous		29.7					E12	
GE	3CAC/FF	bulbous		0.9					E12	
GE	40A15CA/C/CF	bulbous		40.1					E12	
GE	40A15CA/RV/CF/W	bulbous		40.1					E12	
GE	40A15CF/CA/H	bulbous		41.4					E12	
GE	40BC/CF/33/F	bulbous		40.4					E12	
GE	40BC/CL/PRO 130V	bulbous		39.9					E12	
GE	40BC/H	bulbous		40.1					E12	
GE	40BC/2L/CL	bulbous		40.2					E12	
GE	40BC8/CF	bulbous		40.7					E12	
GE	40CAC/CL	bulbous		40.2					E12	
DO IT BEST	40CAC/DIB	bulbous		40.2					E12	
EVERY DAY LIVING	40CAC/EDL	bulbous		40.2					E12	
GE	40CAC/F	bulbous		40.2					E12	
GE	40CAC/2X/F	bulbous		40					E12	
GE	40CAC/PRO 130V	bulbous		40					E12	
GE	40GC/CL	bulbous		39.5					E12	
GE	40GC/W	bulbous		39.5					E12	
GE	40GC/W/RVL	bulbous		39.5					E12	
GE	40GC/CL/H	bulbous		41.4					E12	
GE	43BC/H/CL	bulbous		44.6					E12	
GE	43BC/H/SW	bulbous		44.6					E12	
GE	43BC/H/RVL/CL	bulbous		43.5					E12	
GE	43GC/H/CL	bulbous		44.7					E12	
BEST CHOICE	4C7/BC	bulbous		4.1					E12	
GE	4C7/BL	bulbous		4.1					E12	
EVERY DAY LIVING	4C7/CL EDL	bulbous		4.1					E12	
GE	4C7/PK	bulbous		4.1					E12	
HOME	4C7/RA	bulbous		4.1					E12	
GE	4C7/W	bulbous		4.1					E12	
BEST CHOICE	4C7/W/BC	bulbous		4.1					E12	
EVERY DAY LIVING	4C7/W/EDL	bulbous		4.1					E12	
Total Home	4C7/W/Home	bulbous		4.1					E12	
GE	4C7/CL/2X	bulbous		4.12					E12	
GE	4C7/W/2X	bulbous		4.1					E12	
GE	5C7/CL	bulbous		5					E12	
GE	60A15CA/C/CF	bulbous		59					E12	
GE	60A15CA/W/CF	bulbous		59					E12	
DO IT BEST	60BC/DIB	bulbous		59.3					E12	
GE	60BC10/2L/CF/CL	bulbous		58.4					E12	
GE	60BC/RVL/CF	bulbous		59.4					E12	
YM	1	bulbous		25					E12	
YM	1	bulbous		40					E12	
YM	1	bulbous		60					E12	
YM	1	bulbous		40					E12	
YM	1	bulbous		25					E12	
YM	1	bulbous		60					E12	
YM	1	bulbous		25					E12	
SYLVANIA	11688	bulbous		3					E12	
HOMELIFE	13208; 13265	bulbous		4					E12	
Smart Living	13196	bulbous		4					E12	
Home 360	14575	bulbous		4					E12	
HOMELIFE	13212	bulbous		4					E12	
Electrix	15427; 15859	bulbous		4					E12	
SYLVANIA	13608	bulbous		7					E12	
SYLVANIA	13609	bulbous		7					E12	
SYLVANIA	13623	bulbous		7					E12	
SYLVANIA	13544	bulbous		7					E12	
SYLVANIA	11687	bulbous		7.5					E12	
SYLVANIA	13636	bulbous		10					E12	
SYLVANIA	13307	bulbous		15					E12	
SYLVANIA	13434	bulbous		15					E12	
SYLVANIA	13316	bulbous		25					E12	
SYLVANIA	13308	bulbous		25					E12	
SYLVANIA	13395	bulbous		25					E12	
SYLVANIA	13453	bulbous		25					E12	
SYLVANIA	13678	bulbous		25					E12	
Electrix	15855	bulbous		25					E12	
Essentials Everyday	13509	bulbous		40					E12	
SYLVANIA	13328	bulbous		40					E12	
SYLVANIA	10777	bulbous		60					E12	
SYLVANIA	10894	bulbous		60					E12	
SYLVANIA	13460	bulbous		60					E12	
Everyday Essentials	13507	bulbous		60					E12	
SYLVANIA	13649	bulbous		60					E12	
SYLVANIA	13666	bulbous		60					E12	
SYLVANIA	10183; 13061	bulbous		10					E12	
YM	1	bulbous		60					E12	
YM	1	bulbous		60					E12	
Feit Electric	BP15CFC	bulbous		14.1					E12	
Feit Electric	15CTF-130	bulbous		14.1					E12	
Feit Electric Company	15CFC-130	bulbous		14.1					E12	
Feit Electric	BP15CFCP	bulbous		16.53					E12	
Feit Electric	15G161/2-130	bulbous		14.89					E12	
Feit Electric	15T6-145	bulbous		14.64					E12	
Feit Electric	15T7C-130	bulbous		15.19					E12	
Feit Electric	BP25CTF	bulbous		25.19					E12	
Feit Electric	BP25CTC/4	bulbous		25.19					E12	
Feit Electric	BP25CFF	bulbous		25.19					E12	
Feit Electric	25CTF-130	bulbous		25.19					E12	
Feit Electric	25CFF-130	bulbous		25.19					E12	
Feit Electric	25CFC-130	bulbous		25.19					E12	
Feit Electric	25CFC/15-130	bulbous		25.19					E12	
Feit Electric	25CFC	bulbous		25.19					E12	
Western Family	BP25CFC/WF	bulbous		25.19					E12	
Feit Electric	BP25CFCP	bulbous		25.55					E12	
Feit Electric	25CFCP-130	bulbous		25.55					E12	
Feit Electric	BP25G161/2	bulbous		24.4					E12	
Feit Electric	25T6	bulbous		25.62					E12	
Feit Electric	BP25T8	bulbous		25.5					E12	
Feit Electric	3CFC/FLM	bulbous		0.82					E12	
Feit Electric Company	3EFC/FL	bulbous		0.82					E12	
Feit Electric	BP40CTF	bulbous		40.91					E12	
Feit Electric	BP40CTC/4	bulbous		40.91					E12	
Feit Electric	BP40CFF	bulbous		40.91					E12	
Feit Electric	BP40CFD	bulbous		40.91					E12	
Feit Electric	BP40CFC	bulbous		40.91					E12	
Feit Electric	40CTC-130	bulbous		40.91					E12	
Feit Electric	40CTC	bulbous		40.91					E12	
Feit Electric	40CFC-130	bulbous		40.91					E12	
Living Solutions	BP40CFC/4/WGLS	bulbous		40.91					E12	
Feit Electric	BP40CTCP	bulbous		40.21					E12	
Feit Electric	BP40G161/2	bulbous		41.17					E12	
Feit Electric	40G161/2-130	bulbous		41.17					E12	
Feit Electric	40G161/2/W-130	bulbous		41.17					E12	
Feit Electric	BP4C7/4	bulbous		3.95					E12	
Feit Electric	BP4C7	bulbous		3.95					E12	
Living Solutions	BP4C7/W/4/WGLS	bulbous		3.95					E12	
Living Solutions	BP4C7/4/WGLS	bulbous		3.95					E12	
Our Family	BP4C7/W/4/OF	bulbous		3.95					E12	
Our Family	BP4C7/4/OF	bulbous		3.95					E12	
Safeway	BP4C7/4/SAFE	bulbous		3.95					E12	
Sunny Select	BP4C7/W/SSI	bulbous		3.95					E12	
Sunny Select	BP4C7/W/4/SSI	bulbous		3.95					E12	
Western Family	BP4C7/W/4/WF	bulbous		3.95					E12	
Western Family	BP4C7/4/WF	bulbous		3.95					E12	
Feit Electric	BP60CTF	bulbous		59.98					E12	
Feit Electric	BP60CTC	bulbous		59.98					E12	
Feit Electric	BP60CFF	bulbous		59.98					E12	
Feit Electric	BP60CFD	bulbous		59.98					E12	
Feit Electric	BP60CFC	bulbous		59.98					E12	
Feit Electric	60CTC-130	bulbous		59.98					E12	
Feit Electric	60CFF-130	bulbous		59.98					E12	
Feit Electric	60CFC-130	bulbous		59.98					E12	
Feit Electric	60CFC/15-130	bulbous		59.98					E12	
Living Solutions	BP60CFC/4/WGLS	bulbous		59.98					E12	
Feit Electric	BP60G161/2	bulbous		59.46					E12	
Feit Electric	60G161/2/W	bulbous		59.46					E12	
Feit Electric	6S6-130	bulbous		5.91					E12	
Feit Electric	BP7C7/W/4	bulbous		7.07					E12	
Feit Electric	BP7C7/G	bulbous		7.07					E12	
Feit Electric	BP7C7	bulbous		7.07					E12	
Feit Electric	7C7-130	bulbous		7.07					E12	
Feit Electric	7C7	bulbous		7.07					E12	
Living Solutions	BP7C7/4/WGLS	bulbous		7.07					E12	
Feit Electric	7G121/2/CL/2	bulbous		7					E12	
Feit Electric	BP40A15C/W/CF	bulbous		39.62					E12	
Feit Electric	BP40A15C/CL/CF	bulbous		39.62					E12	
Feit Electric	BPQ40CFC/2	bulbous		39.07					E12	
Feit Electric	BPQ40G161/2/2	bulbous		38.57					E12	
Westinghouse	367900	bulbous		40					E12	
Westinghouse	361200	bulbous		40					E12	
Westinghouse	368400	bulbous		60					E12	
Westinghouse	366300	bulbous		60					E12	
Westinghouse	352100	bulbous		35					E12	
Westinghouse	354800	bulbous		10					E12	
Westinghouse	384300	bulbous		20					E12	
Westinghouse	394600	bulbous		40					E12	
